对象,得分
对象1,0.5093331801775708
对象2,2.9371983185600943
对象3,5.749722032865101
对象4,20.999557486128147
对象5,6.5543514781350485
对象6,18.886191975725666
对象7,11.774486089061645
对象8,15.566898987005226
对象9,3.4991205816370496
对象10,12.967943971219459
对象11,6.180076890599989
对象12,3.451293846419748
对象13,7.485317448666573
对象14,9.897978058500465
对象15,22.855583977733605
对象16,8.073321843903003
对象17,21.43626391582421
对象18,12.426588588431642
对象19,0.011718249263106828
对象20,4.702648979679627
对象21,15.438711056028634
对象22,8.214194626915788
对象23,2.844290347371911
对象24,6.70540682533845
对象25,11.469879767989188
对象26,23.968724805454187
对象27,17.769232676302906
对象28,9.160832310919975
对象29,17.233912221627435
对象30,11.644885366040777
对象31,6.512222920307254
对象32,21.857185230957775
对象33,21.41196245324905
对象34,0.06634560527999933
对象35,20.375760318260113
对象36,23.852530303277142
对象37,2.496807463312345
对象38,14.945871787851067
对象39,4.083315093442202
对象40,3.463809074848265
对象41,21.796770038608
对象42,13.132349298953594
对象43,8.019785245708727
对象44,16.922119741108705
对象45,23.906239400755336
对象46,10.422228767378547
对象47,10.984326199506372
对象48,24.056457488906887
对象49,12.256821762458308
对象50,14.666563574507377
对象51,19.704961518515766
对象52,14.419800162251065
对象53,0.09506934276606038
对象54,6.382279056570647
对象55,12.667312323113944
对象56,2.2361510935295814
对象57,8.550211009855227
对象58,1.4426295454543214
对象59,16.167345760501618
对象60,14.57391389169575
对象61,12.890508587321737
对象62,3.166702605152924
对象63,21.30783557496521
对象64,4.066376965272614
对象65,10.2566154915052
对象66,21.69131526787539
对象67,13.706156465498061
对象68,1.2645183422732713
对象69,17.12879152666297
对象70,3.912868888846549
对象71,6.201010660099973
对象72,9.191153061562716
对象73,6.429022277548052
对象74,1.3873385683990713
对象75,15.677812870771085
对象76,4.560408134361099
对象77,6.624111455130113
对象78,17.757844518335197
对象79,17.005906512520763
对象80,14.948007923488344
对象81,18.131538368268362
对象82,0.733597022981447
对象83,15.526056332388876
对象84,10.858590220138531
对象85,5.158487411795665
对象86,12.114411132091513
对象87,20.67957184087318
对象88,6.9524626947669175
对象89,18.324958262593142
对象90,6.475378222495482
对象91,7.723717079566131
对象92,12.864181876517183
对象93,4.64818033938372
对象94,17.71953249452121
对象95,13.712594831557666
对象96,22.823785596863956
对象97,6.107280002554985
对象98,15.954519990261373
对象99,19.850610909683965
对象100,3.3276468771825165
对象101,16.14803228566546
对象102,8.228842201077171
对象103,10.223079720254958
对象104,14.82197490768228
对象105,6.790095552274416
对象106,2.5284239355028495
对象107,18.784055039283235
对象108,11.954137682097569
对象109,8.790797521418527
对象110,6.767465756096475
对象111,7.370550313883697
对象112,5.794177071891227
对象113,19.346907711627363
对象114,14.38153719504201
对象115,12.479056790861728
对象116,2.6750796222964195
对象117,15.585821096416444
对象118,0.2930819901944659
对象119,6.388494807991874
对象120,24.252623888571463
对象121,2.297956353762498
对象122,11.437522612545445
对象123,9.439376997336558
对象124,17.62502361661091
对象125,22.893208099637448
对象126,13.02652157263835
对象127,22.307283100757154
对象128,0.8462553861597777
对象129,14.348377002217077
对象130,13.066315571194423
对象131,8.40835098485323
对象132,22.88040638499439
对象133,8.856246568043025
对象134,16.688900408810078
对象135,15.733416595264652
对象136,23.990899856499574
对象137,0.07737040280731133
对象138,9.31493295981034
对象139,19.424508375578718
对象140,9.597435024771697
对象141,17.11948495616796
对象142,3.7758348750723787
对象143,24.764603597449117
对象144,1.3790463225645118
对象145,5.515757616091024
对象146,24.67676782834854
对象147,24.660183616677575
对象148,16.34712610442975
对象149,15.486558728320105
对象150,21.197066474363716
对象151,12.062165208350356
对象152,18.06983188656178
对象153,16.315588898438662
对象154,16.099249859006523
对象155,10.902259342154483
对象156,23.12389083993781
对象157,16.86512654396984
对象158,18.306792548346653
对象159,10.014164794225152
对象160,24.488331480263316
对象161,4.896852522678005
对象162,10.90676426766045
对象163,15.464951198135932
对象164,3.405102583174391
对象165,14.71997130767557
对象166,16.535809912694795
对象167,20.756529064931637
对象168,21.741670177089446
对象169,0.46550636662717193
对象170,0.12075195727522248
对象171,11.924173388848583
对象172,1.7600449576162136
对象173,12.122535024937244
对象174,1.0674630445926925
对象175,11.447590359527437
对象176,18.716639223497317
对象177,21.378954932566756
对象178,19.983872010521324
对象179,2.621846457092522
对象180,22.450013976117546
对象181,17.701035766386646
对象182,9.80380957679583
对象183,20.346500779429256
对象184,22.2068358261803
对象185,8.794211363448731
对象186,24.310051648744064
对象187,15.54316184713482
对象188,16.581822847078378
对象189,5.763468793339896
对象190,1.5336157350961916
对象191,10.661130205837704
对象192,5.887401326843405
对象193,6.992112429868122
对象194,23.97401053698658
对象195,24.862331189031202
对象196,20.721947878665066
对象197,7.9885200886961885
对象198,14.858703920111962
对象199,7.075779029030047
对象200,20.57252729690652
